invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I205099,C918580,Male,45,Toys,5,179.2,Debit Card,14-08-2022,Mall of Istanbul
I391615,C219598,Male,67,Shoes,3,1800.51,Credit Card,03-01-2023,Viaport Outlet
I191678,C128475,Female,60,Clothing,1,300.08,Credit Card,26-01-2023,Emaar Square Mall
I197485,C762577,Female,36,Clothing,3,900.24,Debit Card,03-02-2023,Kanyon
I334902,C220825,Female,56,Shoes,4,2400.68,Cash,21-06-2021,Istinye Park
I173467,C213392,Male,31,Clothing,1,300.08,Credit Card,25-05-2021,Mall of Istanbul
I306015,C138232,Male,68,Cosmetics,3,121.98,Cash,07-03-2021,Kanyon
I545654,C836878,Female,54,Food & Beverage,4,20.92,Cash,15-08-2022,Kanyon
I158384,C982867,Male,23,Clothing,2,600.16,Credit Card,21-07-2021,Mall of Istanbul
I142003,C138877,Male,23,Toys,3,107.52,Credit Card,29-12-2022,Forum Istanbul
I293771,C313207,Male,25,Toys,3,107.52,Debit Card,17-07-2021,Zorlu Center
I477101,C143665,Female,19,Souvenir,3,35.19,Debit Card,03-08-2022,Forum Istanbul
I447913,C335008,Male,62,Cosmetics,4,162.64,Credit Card,23-10-2021,Mall of Istanbul
I979153,C288811,Female,65,Technology,4,4200,Cash,14-01-2022,Kanyon
I288084,C619978,Female,36,Shoes,2,1200.34,Cash,29-08-2021,Kanyon
I768380,C907586,Female,22,Clothing,1,300.08,Cash,07-02-2022,Viaport Outlet
I335847,C137026,Female,65,Food & Beverage,1,5.23,Cash,07-08-2022,Mall of Istanbul
I298502,C946714,Female,26,Clothing,4,1200.32,Credit Card,27-01-2023,Mall of Istanbul
I528868,C108614,Female,34,Toys,1,35.84,Credit Card,04-10-2022,Emaar Square Mall
I217159,C607903,Female,44,Clothing,2,600.16,Credit Card,30-01-2023,Mall of Istanbul
I342740,C285875,Female,55,Cosmetics,3,121.98,Debit Card,18-01-2023,Kanyon
I378817,C280398,Female,29,Toys,1,35.84,Debit Card,18-02-2022,Kanyon
I233655,C183247,Female,22,Clothing,4,1200.32,Debit Card,11-11-2021,Forum Istanbul
I495637,C306435,Female,53,Food & Beverage,4,20.92,Cash,12-02-2023,Zorlu Center
I264760,C334676,Female,69,Toys,3,107.52,Credit Card,27-06-2022,Metrocity
I534258,C237451,Male,24,Shoes,1,600.17,Credit Card,09-12-2021,Mall of Istanbul
I228747,C151977,Female,59,Shoes,4,2400.68,Cash,07-09-2022,Forum Istanbul
I163770,C262381,Male,53,Cosmetics,1,40.66,Credit Card,31-10-2021,Mall of Istanbul
I143916,C106954,Male,55,Clothing,1,300.08,Cash,25-08-2022,Istinye Park
I158657,C309804,Male,41,Cosmetics,2,81.32,Cash,20-06-2021,Mall of Istanbul
I494794,C272762,Male,42,Clothing,1,300.08,Cash,18-08-2021,Kanyon
I318268,C412976,Female,39,Souvenir,1,11.73,Credit Card,11-05-2022,Kanyon
I941039,C256457,Female,68,Clothing,4,1200.32,Credit Card,20-01-2023,Istinye Park
I210732,C290210,Female,56,Food & Beverage,4,20.92,Credit Card,12-02-2023,Istinye Park
I283789,C299917,Female,33,Cosmetics,1,40.66,Cash,17-05-2021,Kanyon
I799795,C197636,Male,56,Books,4,60.6,Credit Card,30-03-2022,Kanyon
I300649,C128730,Female,35,Shoes,1,600.17,Cash,07-06-2021,Mall of Istanbul
I884632,C609891,Female,31,Shoes,3,1800.51,Cash,26-05-2021,Kanyon
I280147,C240308,Male,43,Cosmetics,1,40.66,Credit Card,06-12-2021,Mall of Istanbul
I239751,C797865,Female,59,Clothing,1,300.08,Debit Card,19-10-2022,Zorlu Center
I320720,C216338,Male,65,Clothing,5,1500.4,Credit Card,23-08-2021,Metrocity
I204044,C292194,Female,63,Cosmetics,2,81.32,Cash,26-04-2021,Kanyon
I246989,C272145,Female,38,Clothing,3,900.24,Cash,23-12-2021,Zorlu Center
I288760,C173844,Male,24,Clothing,4,1200.32,Credit Card,29-04-2021,Emaar Square Mall
I214591,C260107,Male,64,Cosmetics,3,121.98,Debit Card,02-02-2021,Istinye Park
I740145,C121918,Female,36,Clothing,5,1500.4,Debit Card,01-06-2021,Istinye Park
I188049,C160149,Female,22,Food & Beverage,4,20.92,Cash,14-09-2021,Cevahir AVM
I265477,C147703,Male,51,Clothing,1,300.08,Cash,13-01-2023,Istinye Park
I357532,C543933,Female,54,Souvenir,3,35.19,Debit Card,18-11-2022,Metropol AVM
I116014,C273447,Female,49,Cosmetics,1,40.66,Debit Card,24-01-2023,Zorlu Center
I302318,C115526,Female,32,Clothing,1,300.08,Debit Card,07-06-2021,Kanyon
I578182,C272347,Female,26,Clothing,4,1200.32,Cash,17-09-2022,Kanyon
I273873,C143869,Female,25,Technology,1,1050,Credit Card,23-02-2023,Zorlu Center
I252507,C324225,Male,31,Shoes,3,1800.51,Credit Card,25-05-2021,Kanyon
I156176,C158413,Female,48,Food & Beverage,1,5.23,Cash,15-09-2021,Kanyon
I183379,C201989,Female,47,Food & Beverage,3,15.69,Credit Card,26-07-2021,Istinye Park
I769746,C177597,Male,19,Books,5,75.75,Cash,19-05-2021,Mall of Istanbul
I172702,C263964,Male,49,Clothing,5,1500.4,Cash,04-11-2021,Viaport Outlet
I116469,C240189,Female,22,Cosmetics,4,162.64,Cash,27-01-2021,Istinye Park
I244714,C120189,Male,29,Food & Beverage,5,26.15,Cash,01-03-2023,Mall of Istanbul
I733733,C254529,Male,27,Cosmetics,1,40.66,Cash,17-01-2022,Metrocity
I226752,C366100,Male,69,Technology,3,3150,Credit Card,04-04-2021,Viaport Outlet
I550392,C305093,Female,40,Clothing,1,300.08,Credit Card,01-05-2022,Forum Istanbul
I125627,C252886,Female,24,Shoes,3,1800.51,Cash,06-07-2022,Metropol AVM
I112048,C419768,Male,20,Clothing,3,900.24,Debit Card,23-01-2023,Metropol AVM
I177782,C108821,Male,62,Books,2,30.3,Credit Card,12-07-2021,Kanyon
I224651,C919127,Female,31,Toys,5,179.2,Cash,12-04-2021,Viaport Outlet
I152100,C140055,Male,60,Shoes,1,600.17,Credit Card,29-07-2022,Metrocity
I157119,C104579,Female,42,Clothing,5,1500.4,Cash,07-04-2022,Kanyon
I222910,C219059,Female,55,Toys,4,143.36,Debit Card,26-03-2022,Viaport Outlet
I209231,C258159,Female,51,Technology,1,1050,Credit Card,09-09-2021,Metrocity
I446183,C411899,Male,50,Souvenir,1,11.73,Credit Card,28-02-2022,Metropol AVM
I306746,C295777,Male,48,Cosmetics,2,81.32,Debit Card,26-01-2022,Istinye Park
I362416,C119461,Female,24,Clothing,2,600.16,Credit Card,14-07-2021,Metrocity
I160549,C829141,Female,58,Clothing,4,1200.32,Cash,17-11-2022,Metropol AVM
I248729,C133419,Female,34,Food & Beverage,2,10.46,Credit Card,18-10-2021,Kanyon
I907229,C744298,Female,41,Technology,3,3150,Cash,05-09-2021,Forum Istanbul
I762293,C396924,Male,38,Cosmetics,4,162.64,Debit Card,20-08-2022,Emaar Square Mall
I290993,C248298,Male,62,Shoes,4,2400.68,Debit Card,29-07-2021,Kanyon
I666412,C226114,Female,67,Books,5,75.75,Debit Card,21-06-2021,Istinye Park
I247300,C575685,Female,58,Toys,4,143.36,Debit Card,09-02-2023,Viaport Outlet
I314811,C196432,Female,68,Clothing,1,300.08,Cash,10-04-2021,Metrocity
I940475,C150642,Female,24,Food & Beverage,2,10.46,Credit Card,23-04-2022,Mall of Istanbul
I256466,C152002,Male,48,Clothing,1,300.08,Credit Card,30-08-2022,Mall of Istanbul
I338384,C265738,Female,47,Technology,5,5250,Cash,12-01-2023,Kanyon
I317229,C142208,Female,43,Food & Beverage,1,5.23,Credit Card,02-09-2022,Mall of Istanbul
I270920,C174885,Female,64,Toys,4,143.36,Cash,17-09-2021,Metropol AVM
I617062,C186156,Female,52,Technology,2,2100,Debit Card,16-06-2022,Metrocity
I249828,C321123,Female,32,Clothing,1,300.08,Credit Card,17-05-2022,Viaport Outlet
I795164,C191491,Male,64,Souvenir,3,35.19,Cash,22-02-2022,Mall of Istanbul
I301361,C192819,Female,63,Shoes,1,600.17,Cash,05-01-2021,Istinye Park
I322457,C561510,Female,35,Clothing,5,1500.4,Credit Card,12-10-2022,Cevahir AVM
I834992,C187282,Female,44,Technology,1,1050,Debit Card,29-04-2021,Metrocity
I196042,C315526,Female,54,Clothing,1,300.08,Cash,12-12-2022,Istinye Park
I111118,C232026,Male,62,Food & Beverage,4,20.92,Debit Card,03-11-2022,Istinye Park
I168493,C270735,Male,28,Food & Beverage,4,20.92,Debit Card,16-12-2022,Mall of Istanbul
I758571,C339042,Male,64,Cosmetics,1,40.66,Debit Card,11-02-2022,Metropol AVM
I335541,C256301,Male,23,Shoes,3,1800.51,Cash,02-08-2021,Kanyon
I423150,C101646,Male,68,Clothing,2,600.16,Debit Card,14-11-2022,Forum Istanbul
I219428,C208838,Female,40,Toys,4,143.36,Cash,17-09-2021,Metrocity
I442054,C126346,Female,48,Cosmetics,3,121.98,Cash,27-12-2021,Kanyon
I603047,C331851,Male,54,Shoes,2,1200.34,Debit Card,08-10-2022,Metropol AVM
I117785,C113968,Male,60,Technology,4,4200,Credit Card,08-01-2021,Metrocity
I257391,C180532,Female,33,Food & Beverage,4,20.92,Cash,05-05-2022,Metropol AVM
I319795,C203846,Female,30,Books,3,45.45,Cash,02-09-2022,Metrocity
I822053,C270350,Male,39,Food & Beverage,5,26.15,Debit Card,25-01-2021,Zorlu Center
I229072,C304532,Female,37,Clothing,4,1200.32,Debit Card,15-04-2021,Metropol AVM
I220091,C238661,Female,38,Cosmetics,3,121.98,Debit Card,20-02-2021,Zorlu Center
I275623,C312824,Male,29,Clothing,5,1500.4,Credit Card,02-09-2022,Viaport Outlet
I189899,C683703,Female,51,Food & Beverage,4,20.92,Credit Card,30-06-2021,Emaar Square Mall
I202043,C100019,Female,21,Toys,1,35.84,Credit Card,25-07-2021,Metrocity
I179044,C117455,Male,19,Souvenir,4,46.92,Cash,22-04-2021,Metropol AVM
I146384,C107169,Female,33,Clothing,3,900.24,Cash,14-02-2022,Metrocity
I339425,C236636,Female,30,Cosmetics,5,203.3,Cash,06-03-2022,Istinye Park
I104444,C209086,Female,21,Toys,5,179.2,Cash,21-07-2021,Mall of Istanbul
I149873,C279310,Male,47,Food & Beverage,2,10.46,Cash,14-08-2021,Metrocity
I846931,C324073,Female,63,Clothing,1,300.08,Credit Card,21-09-2021,Metropol AVM
I132244,C182769,Male,54,Shoes,1,600.17,Cash,15-02-2023,Metropol AVM
I294353,C224719,Female,38,Food & Beverage,3,15.69,Credit Card,28-10-2021,Metropol AVM
I295473,C303567,Female,47,Clothing,4,1200.32,Cash,11-04-2021,Kanyon
I152217,C542030,Female,32,Shoes,4,2400.68,Cash,05-07-2022,Kanyon
I444838,C579018,Female,19,Toys,4,143.36,Credit Card,04-06-2022,Metropol AVM
I237255,C338429,Female,63,Clothing,5,1500.4,Credit Card,24-09-2022,Mall of Istanbul
I135567,C882930,Male,57,Clothing,5,1500.4,Cash,22-09-2021,Metropol AVM
I168159,C339959,Male,55,Clothing,2,600.16,Credit Card,07-11-2021,Metropol AVM
I135928,C253992,Female,30,Food & Beverage,1,5.23,Credit Card,15-06-2022,Istinye Park
I276210,C188804,Male,24,Souvenir,2,23.46,Cash,28-02-2023,Mall of Istanbul
I671331,C117116,Male,31,Toys,5,179.2,Debit Card,19-10-2021,Forum Istanbul
I165991,C166361,Female,63,Technology,5,5250,Cash,16-07-2022,Istinye Park
I222699,C104194,Female,60,Books,5,75.75,Credit Card,21-12-2021,Metrocity
I787365,C113334,Male,53,Clothing,3,900.24,Credit Card,04-07-2021,Metrocity
I470450,C202799,Male,68,Cosmetics,1,40.66,Credit Card,06-08-2021,Kanyon
I112989,C762311,Female,68,Clothing,4,1200.32,Cash,04-05-2022,Kanyon
I157477,C934057,Male,35,Technology,2,2100,Debit Card,19-09-2021,Kanyon
I305511,C210007,Female,33,Food & Beverage,3,15.69,Debit Card,10-12-2021,Kanyon
I110630,C219026,Female,24,Shoes,4,2400.68,Debit Card,10-12-2021,Kanyon
I675999,C223392,Male,36,Clothing,1,300.08,Cash,14-07-2021,Metropol AVM
I225623,C176423,Male,37,Clothing,5,1500.4,Cash,20-01-2021,Kanyon
I862648,C243779,Female,62,Souvenir,5,58.65,Debit Card,23-08-2022,Viaport Outlet
I301266,C312355,Female,62,Cosmetics,5,203.3,Cash,06-05-2021,Kanyon
I203708,C959371,Male,48,Technology,5,5250,Credit Card,20-06-2021,Metrocity
I272477,C333354,Male,40,Shoes,1,600.17,Cash,06-08-2021,Mall of Istanbul
I254330,C177526,Female,21,Cosmetics,1,40.66,Credit Card,21-08-2022,Metropol AVM
I168913,C307314,Male,50,Books,4,60.6,Debit Card,07-11-2021,Viaport Outlet
I194688,C101690,Female,68,Food & Beverage,5,26.15,Cash,30-05-2021,Mall of Istanbul
I880555,C340251,Male,48,Cosmetics,5,203.3,Debit Card,19-01-2022,Mall of Istanbul
I166485,C180853,Female,54,Cosmetics,4,162.64,Credit Card,30-09-2022,Metropol AVM
I292012,C304714,Male,68,Clothing,1,300.08,Credit Card,18-08-2022,Istinye Park
I145018,C147798,Female,24,Technology,4,4200,Cash,14-10-2021,Kanyon
I104570,C275405,Female,62,Clothing,2,600.16,Cash,10-09-2022,Metropol AVM
I325809,C290305,Male,34,Toys,4,143.36,Credit Card,25-09-2021,Zorlu Center
I666635,C296708,Male,48,Souvenir,4,46.92,Debit Card,18-07-2021,Mall of Istanbul
I227991,C255234,Male,46,Cosmetics,3,121.98,Cash,30-05-2021,Cevahir AVM
I112705,C121171,Male,51,Shoes,1,600.17,Debit Card,01-06-2022,Kanyon
I151885,C616915,Female,55,Souvenir,4,46.92,Cash,12-11-2022,Metrocity
I170471,C835872,Female,61,Clothing,3,900.24,Credit Card,09-06-2022,Mall of Istanbul
I853141,C113301,Female,61,Souvenir,1,11.73,Credit Card,24-02-2021,Metropol AVM
I230108,C608722,Male,20,Food & Beverage,3,15.69,Cash,13-03-2021,Mall of Istanbul
I163839,C158561,Male,55,Shoes,3,1800.51,Debit Card,22-01-2021,Kanyon
I209250,C282251,Male,44,Toys,1,35.84,Credit Card,21-05-2021,Mall of Istanbul
I275766,C311448,Female,62,Toys,5,179.2,Credit Card,08-05-2021,Metrocity
I202088,C295895,Female,31,Food & Beverage,3,15.69,Credit Card,23-09-2022,Mall of Istanbul
I311467,C242816,Female,21,Food & Beverage,1,5.23,Debit Card,11-12-2022,Kanyon
I117661,C268815,Female,19,Clothing,2,600.16,Debit Card,11-07-2022,Metropol AVM
I699421,C275965,Male,56,Clothing,5,1500.4,Cash,03-03-2021,Cevahir AVM
I224714,C192147,Female,60,Clothing,5,1500.4,Cash,10-06-2022,Metropol AVM
I115684,C233534,Male,29,Toys,3,107.52,Credit Card,27-02-2021,Mall of Istanbul
I325247,C169462,Female,58,Books,1,15.15,Debit Card,29-09-2021,Metropol AVM
I304711,C184471,Female,68,Cosmetics,5,203.3,Debit Card,22-08-2021,Metrocity
I182849,C261553,Male,19,Clothing,5,1500.4,Cash,18-11-2022,Mall of Istanbul
I153503,C277888,Male,45,Books,2,30.3,Debit Card,25-02-2022,Mall of Istanbul
I171864,C326377,Female,57,Shoes,4,2400.68,Credit Card,01-08-2022,Metrocity
I236062,C148855,Male,24,Clothing,4,1200.32,Credit Card,18-05-2021,Kanyon
I240017,C338164,Female,24,Technology,5,5250,Credit Card,29-01-2023,Mall of Istanbul
I856284,C210679,Female,52,Food & Beverage,2,10.46,Credit Card,09-07-2021,Mall of Istanbul
I141278,C155933,Female,50,Cosmetics,5,203.3,Credit Card,19-12-2021,Mall of Istanbul
I328625,C252793,Female,22,Cosmetics,3,121.98,Cash,20-05-2022,Metrocity
I273335,C191166,Female,37,Clothing,4,1200.32,Cash,23-07-2021,Mall of Istanbul
I162119,C159423,Female,24,Clothing,2,600.16,Cash,22-02-2023,Kanyon
I132964,C147897,Female,46,Cosmetics,3,121.98,Debit Card,01-06-2021,Metropol AVM
I285633,C617586,Female,44,Cosmetics,1,40.66,Debit Card,13-06-2022,Kanyon
I119280,C220662,Male,51,Clothing,4,1200.32,Debit Card,19-09-2022,Kanyon
I133262,C286126,Male,41,Souvenir,2,23.46,Cash,09-01-2022,Zorlu Center
I151404,C797228,Male,43,Food & Beverage,4,20.92,Debit Card,17-02-2023,Kanyon
I322988,C248061,Female,37,Clothing,2,600.16,Credit Card,12-10-2022,Cevahir AVM
I335366,C252556,Male,58,Clothing,5,1500.4,Debit Card,01-12-2021,Kanyon
I204088,C958885,Male,39,Clothing,2,600.16,Cash,29-06-2022,Kanyon
I797290,C324858,Female,63,Clothing,4,1200.32,Credit Card,22-04-2021,Metrocity
I335519,C221378,Male,22,Food & Beverage,4,20.92,Credit Card,05-06-2022,Istinye Park
I676136,C446613,Female,23,Clothing,4,1200.32,Cash,05-03-2021,Metrocity
I174527,C110259,Female,30,Clothing,2,600.16,Credit Card,07-08-2022,Istinye Park
I190566,C269192,Female,65,Clothing,2,600.16,Credit Card,17-06-2022,Mall of Istanbul
I203663,C944530,Male,30,Clothing,5,1500.4,Credit Card,05-07-2022,Metrocity
I198486,C170176,Female,63,Clothing,1,300.08,Cash,30-06-2021,Kanyon
I180332,C134328,Female,37,Food & Beverage,5,26.15,Credit Card,18-06-2021,Metropol AVM
I233994,C198238,Female,37,Clothing,5,1500.4,Credit Card,27-06-2021,Istinye Park
I224820,C990682,Female,58,Toys,1,35.84,Cash,20-01-2022,Kanyon
I490327,C143110,Female,69,Toys,3,107.52,Cash,27-04-2021,Mall of Istanbul
I327469,C329255,Male,44,Food & Beverage,5,26.15,Credit Card,27-08-2021,Mall of Istanbul
I723837,C339809,Female,45,Clothing,4,1200.32,Cash,08-04-2021,Metrocity
I339504,C323069,Male,41,Clothing,1,300.08,Credit Card,10-07-2022,Kanyon
I162696,C313685,Female,22,Clothing,1,300.08,Debit Card,24-12-2021,Mall of Istanbul
I247723,C532437,Male,60,Clothing,2,600.16,Cash,05-07-2022,Metropol AVM
I722060,C100919,Male,69,Books,2,30.3,Credit Card,17-12-2021,Metrocity
I581832,C929373,Female,20,Cosmetics,3,121.98,Debit Card,23-03-2022,Mall of Istanbul
I133415,C667201,Male,46,Cosmetics,3,121.98,Credit Card,20-08-2021,Metrocity
I325313,C276407,Female,27,Food & Beverage,5,26.15,Cash,24-12-2022,Metrocity
I597591,C334784,Female,50,Shoes,3,1800.51,Credit Card,21-03-2022,Mall of Istanbul
I128997,C199966,Male,51,Technology,5,5250,Debit Card,11-04-2022,Istinye Park
I323969,C228990,Female,61,Clothing,1,300.08,Credit Card,18-04-2022,Forum Istanbul
I159994,C531218,Male,18,Clothing,2,600.16,Cash,01-06-2021,Mall of Istanbul
I125078,C901417,Female,22,Toys,3,107.52,Credit Card,18-03-2022,Metropol AVM
I295985,C299115,Female,26,Souvenir,5,58.65,Credit Card,02-02-2022,Kanyon
I317012,C682373,Male,62,Toys,3,107.52,Credit Card,26-04-2021,Mall of Istanbul
I836390,C129927,Female,66,Books,2,30.3,Debit Card,24-10-2021,Mall of Istanbul
I453767,C794693,Male,52,Technology,2,2100,Cash,24-10-2021,Metrocity
I186290,C186934,Male,25,Clothing,1,300.08,Cash,29-05-2021,Metrocity
I267685,C190511,Female,58,Food & Beverage,2,10.46,Credit Card,18-04-2022,Kanyon
I275629,C254011,Female,33,Clothing,4,1200.32,Credit Card,20-07-2021,Kanyon
I250049,C260710,Female,57,Souvenir,4,46.92,Debit Card,09-08-2021,Metropol AVM
I858594,C180664,Male,61,Clothing,5,1500.4,Debit Card,23-03-2021,Metrocity
I117875,C271609,Male,28,Clothing,3,900.24,Credit Card,26-02-2021,Kanyon
I107122,C315394,Male,41,Food & Beverage,3,15.69,Debit Card,18-11-2021,Kanyon
I296197,C332057,Female,28,Cosmetics,2,81.32,Debit Card,26-12-2021,Metrocity
I122060,C276641,Female,22,Clothing,3,900.24,Cash,20-07-2022,Istinye Park
I154901,C159464,Female,25,Cosmetics,3,121.98,Cash,25-08-2021,Metrocity
I314907,C320054,Male,46,Shoes,4,2400.68,Credit Card,14-06-2022,Kanyon
I577727,C225369,Female,22,Toys,1,35.84,Debit Card,02-10-2022,Metropol AVM
I613315,C167282,Male,49,Technology,3,3150,Credit Card,14-08-2022,Mall of Istanbul
I158553,C109290,Female,28,Toys,1,35.84,Credit Card,03-04-2021,Mall of Istanbul
I635168,C802229,Male,30,Cosmetics,5,203.3,Credit Card,10-02-2023,Cevahir AVM
I645281,C162724,Female,32,Toys,5,179.2,Cash,26-03-2022,Zorlu Center
I479228,C118832,Male,23,Clothing,5,1500.4,Credit Card,27-08-2022,Metrocity
I282011,C120951,Male,56,Cosmetics,1,40.66,Cash,05-11-2021,Istinye Park
I165916,C214373,Female,67,Books,2,30.3,Cash,01-12-2021,Zorlu Center
I192063,C300691,Male,52,Clothing,4,1200.32,Cash,01-02-2021,Mall of Istanbul
I239027,C245657,Male,67,Books,5,75.75,Credit Card,11-05-2022,Kanyon
I285409,C131325,Male,42,Technology,1,1050,Debit Card,07-02-2023,Metropol AVM
I361816,C114125,Female,62,Toys,4,143.36,Credit Card,26-04-2021,Kanyon
I313413,C219592,Male,37,Technology,2,2100,Cash,30-11-2021,Metropol AVM
I800106,C767241,Male,39,Clothing,5,1500.4,Debit Card,24-01-2022,Metrocity
I285735,C384060,Female,37,Clothing,3,900.24,Credit Card,09-11-2021,Cevahir AVM
I114727,C129167,Female,69,Clothing,4,1200.32,Cash,15-07-2022,Kanyon
I367748,C316481,Male,65,Cosmetics,5,203.3,Debit Card,19-09-2021,Mall of Istanbul
I218059,C197616,Female,25,Clothing,3,900.24,Cash,16-06-2022,Mall of Istanbul
I267858,C234928,Female,67,Clothing,5,1500.4,Credit Card,12-04-2021,Mall of Istanbul
I317462,C196309,Male,49,Clothing,5,1500.4,Cash,02-12-2021,Metrocity
I182570,C285871,Female,43,Clothing,4,1200.32,Credit Card,20-02-2022,Kanyon
I190262,C294383,Female,44,Food & Beverage,2,10.46,Cash,13-07-2021,Cevahir AVM
I220122,C846996,Female,68,Clothing,3,900.24,Cash,26-03-2021,Kanyon
I324199,C196279,Male,39,Toys,3,107.52,Cash,09-10-2022,Metrocity
I200532,C304403,Male,52,Clothing,5,1500.4,Credit Card,20-10-2022,Metropol AVM
I332714,C275990,Female,26,Clothing,2,600.16,Credit Card,29-08-2022,Metrocity
I152008,C266930,Male,58,Food & Beverage,4,20.92,Credit Card,03-10-2021,Kanyon
I278095,C224727,Female,25,Clothing,3,900.24,Cash,09-01-2021,Viaport Outlet
I308951,C109472,Male,59,Shoes,1,600.17,Cash,25-02-2022,Zorlu Center
I569333,C438444,Female,22,Toys,5,179.2,Cash,01-03-2022,Emaar Square Mall
I128742,C207302,Male,41,Shoes,2,1200.34,Cash,29-01-2021,Metropol AVM
I317648,C160002,Male,39,Cosmetics,4,162.64,Debit Card,07-12-2022,Kanyon
I640634,C258116,Female,59,Cosmetics,3,121.98,Cash,17-04-2021,Istinye Park
I246000,C155309,Female,55,Clothing,5,1500.4,Credit Card,26-03-2022,Mall of Istanbul
I986399,C284429,Female,48,Toys,4,143.36,Credit Card,19-02-2021,Viaport Outlet
I393459,C694824,Female,44,Clothing,3,900.24,Cash,01-12-2021,Metropol AVM
I514556,C266042,Female,18,Toys,1,35.84,Cash,11-12-2022,Viaport Outlet
I159530,C189834,Female,18,Clothing,5,1500.4,Cash,12-10-2022,Forum Istanbul
I275519,C273742,Male,20,Cosmetics,4,162.64,Credit Card,10-11-2022,Istinye Park
I314205,C121594,Male,55,Clothing,5,1500.4,Credit Card,31-08-2022,Mall of Istanbul
I850308,C465017,Female,33,Food & Beverage,4,20.92,Cash,26-06-2021,Metropol AVM
I758806,C334060,Female,67,Shoes,2,1200.34,Credit Card,04-02-2022,Metrocity
I124551,C232514,Male,59,Cosmetics,4,162.64,Credit Card,27-02-2022,Emaar Square Mall
I226802,C174285,Male,47,Clothing,2,600.16,Credit Card,06-10-2022,Forum Istanbul
I145950,C244823,Male,61,Clothing,3,900.24,Cash,06-02-2023,Mall of Istanbul
I205964,C293812,Male,39,Cosmetics,1,40.66,Cash,05-06-2021,Metropol AVM
I994214,C898726,Female,66,Cosmetics,5,203.3,Cash,23-12-2022,Istinye Park
I268393,C327600,Female,60,Food & Beverage,4,20.92,Debit Card,09-01-2023,Kanyon
I149233,C305092,Male,49,Food & Beverage,2,10.46,Credit Card,01-05-2021,Kanyon
